system_id,institution_id,institution_size,student_population,system_type,system_age,lines_of_code,cyclomatic_complexity,function_points,external_dependencies,api_connections,database_links,response_time_ms,throughput_rps,resource_utilization,data_volume_gb,peak_load_users,annual_maintenance_cost,critical_level,compliance_requirements,documentation
SYS_0250,INST_4,Small,3850,Student Information,4,594912,41,888,17,26,17,980,294,0.78,4315,1628,37605,High,None,"
System ID: SYS_0250
Type: Student Information System (SIS)
Institution: INST_4
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 4 years
- Code Base: 594912 lines of code
- Complexity Score: 41
Performance Metrics:
- Average Response Time: 980ms
- Peak Load: 1628 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Data synchronization delays
- Integration bottlenecks"
SYS_0251,INST_45,Large,24024,Research Management,12,841969,57,945,48,15,11,876,488,0.48,320,8638,21536,Low,None,
SYS_0252,INST_2,Small,3150,HR,9,133653,42,215,14,4,8,862,289,0.7,151,9569,99643,Medium,None,
SYS_0253,INST_46,Large,45783,Research Management,9,442631,36,558,32,27,20,310,137,0.64,1118,2041,75742,Medium,GDPR,
SYS_0254,INST_41,Small,4801,HR,5,915080,69,159,42,27,20,616,190,0.61,521,2314,72626,High,Both,
SYS_0255,INST_45,Small,2491,HR,5,839569,40,720,19,3,15,528,120,0.7,951,7592,24571,High,Both,
SYS_0256,INST_50,Small,3681,Research Management,5,960557,82,927,21,24,19,122,480,0.41,2287,6556,62274,Low,Both,
SYS_0257,INST_14,Large,23028,Learning Management,8,583853,76,511,12,3,4,155,56,0.57,4343,9105,47296,High,Both,"
System ID: SYS_0257
Type: Learning Management System (LMS)
Institution: INST_14
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 8 years
- Code Base: 583853 lines of code
- Complexity Score: 76
Performance Metrics:
- Average Response Time: 155ms
- Peak Load: 9105 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- High response time during peak periods
- Limited scalability"
SYS_0258,INST_46,Large,37958,Learning Management,7,759224,36,162,19,11,9,396,374,0.71,4231,3721,23375,Medium,GDPR,"
System ID: SYS_0258
Type: Learning Management System (LMS)
Institution: INST_46
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 7 years
- Code Base: 759224 lines of code
- Complexity Score: 36
Performance Metrics:
- Average Response Time: 396ms
- Peak Load: 3721 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- High response time during peak periods
- Integration bottlenecks"
SYS_0259,INST_5,Large,43902,Learning Management,14,90516,21,729,43,23,14,191,181,0.41,2013,3537,41826,Low,FERPA,"
System ID: SYS_0259
Type: Learning Management System (LMS)
Institution: INST_5
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 14 years
- Code Base: 90516 lines of code
- Complexity Score: 21
Performance Metrics:
- Average Response Time: 191ms
- Peak Load: 3537 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Integration bottlenecks
- High response time during peak periods"
SYS_0260,INST_17,Small,1580,Research Management,15,930380,45,645,17,30,8,550,124,0.81,2724,7757,37257,Medium,Both,
SYS_0261,INST_2,Medium,6340,Student Information,12,771222,78,576,27,18,9,150,471,0.6,8584,1686,45456,Low,Both,"
System ID: SYS_0261
Type: Student Information System (SIS)
Institution: INST_2
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 12 years
- Code Base: 771222 lines of code
- Complexity Score: 78
Performance Metrics:
- Average Response Time: 150ms
- Peak Load: 1686 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Memory leaks under heavy load
- Limited scalability"
SYS_0262,INST_12,Small,2013,Learning Management,7,151127,26,337,21,17,4,100,125,0.83,4565,1643,13231,Medium,FERPA,"
System ID: SYS_0262
Type: Learning Management System (LMS)
Institution: INST_12
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 7 years
- Code Base: 151127 lines of code
- Complexity Score: 26
Performance Metrics:
- Average Response Time: 100ms
- Peak Load: 1643 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Data synchronization delays
- Integration bottlenecks"
SYS_0263,INST_24,Large,21314,Learning Management,14,351258,33,493,21,3,15,481,241,0.82,2770,5594,32648,Medium,FERPA,"
System ID: SYS_0263
Type: Learning Management System (LMS)
Institution: INST_24
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 14 years
- Code Base: 351258 lines of code
- Complexity Score: 33
Performance Metrics:
- Average Response Time: 481ms
- Peak Load: 5594 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Memory leaks under heavy load
- High response time during peak periods"
SYS_0264,INST_19,Small,1699,Learning Management,10,443269,44,796,45,17,4,477,91,0.76,4065,3512,27973,Low,Both,"
System ID: SYS_0264
Type: Learning Management System (LMS)
Institution: INST_19
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 10 years
- Code Base: 443269 lines of code
- Complexity Score: 44
Performance Metrics:
- Average Response Time: 477ms
- Peak Load: 3512 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- High response time during peak periods
- Limited scalability"
SYS_0265,INST_35,Large,21004,Learning Management,5,458103,56,332,44,4,16,276,184,0.59,982,7683,43046,Low,GDPR,"
System ID: SYS_0265
Type: Learning Management System (LMS)
Institution: INST_35
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 5 years
- Code Base: 458103 lines of code
- Complexity Score: 56
Performance Metrics:
- Average Response Time: 276ms
- Peak Load: 7683 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Memory leaks under heavy load
- Data synchronization delays"
SYS_0266,INST_46,Small,1638,HR,9,51928,33,825,40,20,9,787,55,0.52,730,9842,85628,High,FERPA,
SYS_0267,INST_34,Medium,5956,Research Management,3,604999,57,484,29,22,17,993,255,0.51,1211,2416,48190,High,FERPA,
SYS_0268,INST_32,Medium,8167,Student Information,3,827089,51,751,18,3,2,715,131,0.9,5208,5799,49184,Low,GDPR,"
System ID: SYS_0268
Type: Student Information System (SIS)
Institution: INST_32
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 3 years
- Code Base: 827089 lines of code
- Complexity Score: 51
Performance Metrics:
- Average Response Time: 715ms
- Peak Load: 5799 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- High response time during peak periods
- Limited scalability"
SYS_0269,INST_23,Small,4874,HR,9,449201,57,682,11,3,10,855,351,0.78,519,8606,71823,Low,None,
SYS_0270,INST_12,Large,34283,Learning Management,5,442667,53,314,8,24,16,172,142,0.9,3377,7832,67255,Medium,None,"
System ID: SYS_0270
Type: Learning Management System (LMS)
Institution: INST_12
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 5 years
- Code Base: 442667 lines of code
- Complexity Score: 53
Performance Metrics:
- Average Response Time: 172ms
- Peak Load: 7832 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Limited scalability
- High response time during peak periods"
SYS_0271,INST_25,Large,35877,Student Information,9,764644,49,501,6,24,8,915,126,0.34,7637,3899,40283,High,Both,"
System ID: SYS_0271
Type: Student Information System (SIS)
Institution: INST_25
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 9 years
- Code Base: 764644 lines of code
- Complexity Score: 49
Performance Metrics:
- Average Response Time: 915ms
- Peak Load: 3899 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Memory leaks under heavy load
- High response time during peak periods"
SYS_0272,INST_8,Medium,5284,HR,9,671942,29,933,16,7,11,958,362,0.75,770,7685,11728,Medium,Both,
SYS_0273,INST_36,Large,36322,Learning Management,12,640487,71,338,9,15,20,982,490,0.4,2428,9089,60631,Low,GDPR,"
System ID: SYS_0273
Type: Learning Management System (LMS)
Institution: INST_36
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 12 years
- Code Base: 640487 lines of code
- Complexity Score: 71
Performance Metrics:
- Average Response Time: 982ms
- Peak Load: 9089 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Integration bottlenecks
- Memory leaks under heavy load"
SYS_0274,INST_43,Small,1862,Student Information,7,169680,52,540,26,4,8,143,232,0.71,9241,1318,69407,High,Both,"
System ID: SYS_0274
Type: Student Information System (SIS)
Institution: INST_43
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 7 years
- Code Base: 169680 lines of code
- Complexity Score: 52
Performance Metrics:
- Average Response Time: 143ms
- Peak Load: 1318 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Limited scalability
- Integration bottlenecks"
SYS_0275,INST_49,Large,23758,Student Information,13,469312,90,312,19,16,12,590,118,0.78,3981,1233,51142,High,None,"
System ID: SYS_0275
Type: Student Information System (SIS)
Institution: INST_49
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 13 years
- Code Base: 469312 lines of code
- Complexity Score: 90
Performance Metrics:
- Average Response Time: 590ms
- Peak Load: 1233 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Limited scalability
- High response time during peak periods"
SYS_0276,INST_6,Small,4346,Student Information,5,893329,94,283,34,30,19,469,97,0.65,9723,6481,63590,High,None,"
System ID: SYS_0276
Type: Student Information System (SIS)
Institution: INST_6
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 5 years
- Code Base: 893329 lines of code
- Complexity Score: 94
Performance Metrics:
- Average Response Time: 469ms
- Peak Load: 6481 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Memory leaks under heavy load
- Integration bottlenecks"
SYS_0277,INST_49,Medium,14269,Student Information,9,147287,60,206,44,25,7,969,379,0.53,1787,9594,11940,Medium,Both,"
System ID: SYS_0277
Type: Student Information System (SIS)
Institution: INST_49
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 9 years
- Code Base: 147287 lines of code
- Complexity Score: 60
Performance Metrics:
- Average Response Time: 969ms
- Peak Load: 9594 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- High response time during peak periods
- Limited scalability"
SYS_0278,INST_31,Medium,9339,Student Information,4,238716,71,252,44,15,17,727,344,0.54,5526,3998,35088,Medium,Both,"
System ID: SYS_0278
Type: Student Information System (SIS)
Institution: INST_31
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 4 years
- Code Base: 238716 lines of code
- Complexity Score: 71
Performance Metrics:
- Average Response Time: 727ms
- Peak Load: 3998 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Limited scalability
- Memory leaks under heavy load"
SYS_0279,INST_35,Small,2177,HR,13,610130,36,237,28,15,18,157,449,0.38,480,9453,41864,Medium,GDPR,
SYS_0280,INST_27,Medium,10312,Research Management,8,520774,52,140,34,22,13,127,449,0.76,699,6633,31490,Medium,Both,
SYS_0281,INST_44,Large,19792,Finance,6,589859,73,305,34,9,9,201,154,0.4,1090,9767,43265,Low,Both,
SYS_0282,INST_10,Medium,6149,HR,6,499701,65,848,15,6,17,192,157,0.7,598,7877,32408,Medium,GDPR,
SYS_0283,INST_26,Medium,14209,Finance,9,675753,72,358,43,4,5,203,277,0.34,640,5933,24661,Low,None,
SYS_0284,INST_38,Medium,11315,Finance,6,457586,85,582,30,25,15,327,417,0.79,1666,8565,51972,Low,FERPA,
SYS_0285,INST_12,Large,27326,HR,3,213702,59,121,8,13,17,392,337,0.88,848,1906,77768,Medium,GDPR,
SYS_0286,INST_1,Large,16959,Learning Management,4,180481,36,779,47,27,20,705,247,0.68,3552,9210,25024,High,GDPR,"
System ID: SYS_0286
Type: Learning Management System (LMS)
Institution: INST_1
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 4 years
- Code Base: 180481 lines of code
- Complexity Score: 36
Performance Metrics:
- Average Response Time: 705ms
- Peak Load: 9210 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Integration bottlenecks
- Limited scalability"
SYS_0287,INST_25,Small,4840,Research Management,11,835149,64,927,29,19,19,729,248,0.69,462,5473,34185,Low,Both,
SYS_0288,INST_9,Medium,6569,Student Information,13,188802,72,178,17,26,11,480,182,0.35,5402,9662,23388,Low,None,"
System ID: SYS_0288
Type: Student Information System (SIS)
Institution: INST_9
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 13 years
- Code Base: 188802 lines of code
- Complexity Score: 72
Performance Metrics:
- Average Response Time: 480ms
- Peak Load: 9662 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Memory leaks under heavy load
- Integration bottlenecks"
SYS_0289,INST_45,Small,3726,Learning Management,14,197343,33,421,29,4,15,331,347,0.48,4536,4950,48293,Medium,None,"
System ID: SYS_0289
Type: Learning Management System (LMS)
Institution: INST_45
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 14 years
- Code Base: 197343 lines of code
- Complexity Score: 33
Performance Metrics:
- Average Response Time: 331ms
- Peak Load: 4950 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- High response time during peak periods
- Limited scalability"
SYS_0290,INST_24,Large,40000,Learning Management,7,640729,45,184,6,6,19,813,316,0.88,3167,5508,13573,High,Both,"
System ID: SYS_0290
Type: Learning Management System (LMS)
Institution: INST_24
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 7 years
- Code Base: 640729 lines of code
- Complexity Score: 45
Performance Metrics:
- Average Response Time: 813ms
- Peak Load: 5508 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- High response time during peak periods
- Memory leaks under heavy load"
SYS_0291,INST_16,Large,16776,Research Management,5,72901,70,388,8,12,5,459,478,0.84,454,2829,69889,High,Both,
SYS_0292,INST_26,Medium,14353,Student Information,13,475249,53,235,10,30,7,913,332,0.42,9770,3431,98761,High,Both,"
System ID: SYS_0292
Type: Student Information System (SIS)
Institution: INST_26
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 13 years
- Code Base: 475249 lines of code
- Complexity Score: 53
Performance Metrics:
- Average Response Time: 913ms
- Peak Load: 3431 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Memory leaks under heavy load
- Integration bottlenecks"
SYS_0293,INST_26,Large,43824,Research Management,7,512487,37,141,39,6,6,657,348,0.86,1876,5395,36124,Low,None,
SYS_0294,INST_22,Medium,5925,Research Management,4,551893,47,988,41,7,10,490,406,0.53,2046,5163,62662,High,None,
SYS_0295,INST_8,Large,47400,Student Information,11,609169,30,130,22,23,19,621,421,0.36,4038,2637,74966,High,None,"
System ID: SYS_0295
Type: Student Information System (SIS)
Institution: INST_8
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 11 years
- Code Base: 609169 lines of code
- Complexity Score: 30
Performance Metrics:
- Average Response Time: 621ms
- Peak Load: 2637 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- High response time during peak periods
- Memory leaks under heavy load"
SYS_0296,INST_8,Medium,11285,Student Information,3,980656,53,556,12,20,14,822,498,0.49,5963,1005,48898,Low,GDPR,"
System ID: SYS_0296
Type: Student Information System (SIS)
Institution: INST_8
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 3 years
- Code Base: 980656 lines of code
- Complexity Score: 53
Performance Metrics:
- Average Response Time: 822ms
- Peak Load: 1005 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- High response time during peak periods
- Limited scalability"
SYS_0297,INST_12,Large,41522,Student Information,10,128349,48,183,23,6,17,371,334,0.54,3721,2141,84050,Medium,FERPA,"
System ID: SYS_0297
Type: Student Information System (SIS)
Institution: INST_12
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 10 years
- Code Base: 128349 lines of code
- Complexity Score: 48
Performance Metrics:
- Average Response Time: 371ms
- Peak Load: 2141 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- High response time during peak periods
- Integration bottlenecks"
SYS_0298,INST_18,Large,19503,Finance,12,456407,75,332,11,9,2,919,232,0.35,1940,9970,68945,Low,FERPA,
SYS_0299,INST_50,Small,2510,HR,5,813914,66,472,49,4,11,549,358,0.89,174,3035,28526,High,FERPA,
SYS_0300,INST_35,Large,20703,Learning Management,10,448583,46,740,32,9,5,837,352,0.85,1666,9172,19622,High,FERPA,"
System ID: SYS_0300
Type: Learning Management System (LMS)
Institution: INST_35
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 10 years
- Code Base: 448583 lines of code
- Complexity Score: 46
Performance Metrics:
- Average Response Time: 837ms
- Peak Load: 9172 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Limited scalability
- Data synchronization delays"
SYS_0301,INST_48,Large,30310,Finance,9,556907,58,630,30,25,7,830,400,0.88,256,5477,88595,High,None,
SYS_0302,INST_10,Large,22799,Finance,15,685079,45,219,42,3,19,151,327,0.66,1890,3211,46474,Medium,FERPA,
SYS_0303,INST_14,Medium,14999,Student Information,5,498563,41,704,35,16,11,557,430,0.32,6140,3018,72999,Low,GDPR,"
System ID: SYS_0303
Type: Student Information System (SIS)
Institution: INST_14
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 5 years
- Code Base: 498563 lines of code
- Complexity Score: 41
Performance Metrics:
- Average Response Time: 557ms
- Peak Load: 3018 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Limited scalability
- High response time during peak periods"
SYS_0304,INST_50,Large,47686,Learning Management,9,758604,42,635,45,6,19,661,281,0.59,4963,2433,46689,Medium,None,"
System ID: SYS_0304
Type: Learning Management System (LMS)
Institution: INST_50
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 9 years
- Code Base: 758604 lines of code
- Complexity Score: 42
Performance Metrics:
- Average Response Time: 661ms
- Peak Load: 2433 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Memory leaks under heavy load
- Limited scalability"
SYS_0305,INST_47,Large,38465,HR,12,418622,45,204,25,6,14,284,411,0.86,334,2117,55056,Medium,None,
SYS_0306,INST_25,Medium,5769,Finance,14,392203,65,447,32,18,19,723,133,0.75,437,3883,60169,High,None,
SYS_0307,INST_6,Medium,5079,Learning Management,14,288667,51,620,22,10,4,967,275,0.42,2865,1625,11014,Low,Both,"
System ID: SYS_0307
Type: Learning Management System (LMS)
Institution: INST_6
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 14 years
- Code Base: 288667 lines of code
- Complexity Score: 51
Performance Metrics:
- Average Response Time: 967ms
- Peak Load: 1625 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Memory leaks under heavy load
- High response time during peak periods"
SYS_0308,INST_14,Small,2493,Learning Management,8,241325,38,630,37,22,9,950,174,0.37,3770,9493,12571,Medium,Both,"
System ID: SYS_0308
Type: Learning Management System (LMS)
Institution: INST_14
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 8 years
- Code Base: 241325 lines of code
- Complexity Score: 38
Performance Metrics:
- Average Response Time: 950ms
- Peak Load: 9493 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Integration bottlenecks
- Memory leaks under heavy load"
SYS_0309,INST_2,Medium,9778,Student Information,12,284755,70,106,50,6,17,993,224,0.61,2603,9889,14384,Medium,None,"
System ID: SYS_0309
Type: Student Information System (SIS)
Institution: INST_2
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 12 years
- Code Base: 284755 lines of code
- Complexity Score: 70
Performance Metrics:
- Average Response Time: 993ms
- Peak Load: 9889 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Data synchronization delays
- Integration bottlenecks"
SYS_0310,INST_50,Large,36170,Finance,3,228014,89,284,23,25,20,323,372,0.89,496,2384,81344,Medium,None,
SYS_0311,INST_34,Medium,10561,Finance,8,61488,65,104,31,30,6,952,152,0.61,335,6073,76969,High,GDPR,
SYS_0312,INST_37,Large,44396,Finance,9,99508,69,837,39,4,16,747,204,0.46,836,9551,49510,Medium,FERPA,
SYS_0313,INST_16,Medium,14860,HR,6,538155,58,497,46,28,2,690,108,0.43,443,4539,12107,Low,None,
SYS_0314,INST_20,Large,45001,Research Management,4,836178,63,771,38,15,11,155,312,0.38,2027,5161,18385,Medium,GDPR,
SYS_0315,INST_43,Large,48552,Student Information,14,401859,79,197,23,9,17,165,488,0.34,6348,8466,24043,Medium,Both,"
System ID: SYS_0315
Type: Student Information System (SIS)
Institution: INST_43
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 14 years
- Code Base: 401859 lines of code
- Complexity Score: 79
Performance Metrics:
- Average Response Time: 165ms
- Peak Load: 8466 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Memory leaks under heavy load
- Integration bottlenecks"
SYS_0316,INST_16,Small,3578,Finance,7,784455,73,976,26,21,3,518,297,0.6,889,8715,74441,High,GDPR,
SYS_0317,INST_12,Small,2786,Student Information,6,751193,33,333,32,17,2,590,176,0.4,3451,4981,90179,Low,None,"
System ID: SYS_0317
Type: Student Information System (SIS)
Institution: INST_12
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 6 years
- Code Base: 751193 lines of code
- Complexity Score: 33
Performance Metrics:
- Average Response Time: 590ms
- Peak Load: 4981 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Data synchronization delays
- High response time during peak periods"
SYS_0318,INST_17,Small,1868,HR,13,184904,31,826,31,4,5,139,235,0.47,812,9641,70271,Low,FERPA,
SYS_0319,INST_25,Small,2410,Research Management,7,185653,62,648,8,25,11,243,115,0.72,2103,7970,26128,Low,GDPR,
SYS_0320,INST_42,Large,24783,Finance,7,487611,72,741,6,7,16,941,141,0.59,208,5818,30485,High,None,
SYS_0321,INST_49,Large,48298,Research Management,8,252575,83,949,10,18,5,170,424,0.68,1036,8477,67479,Medium,None,
SYS_0322,INST_42,Large,47129,Research Management,11,505760,35,177,19,25,14,788,399,0.4,2285,1402,65005,High,None,
SYS_0323,INST_6,Large,47637,HR,7,983531,44,862,11,16,15,444,185,0.53,420,3049,18288,Medium,None,
SYS_0324,INST_5,Small,2756,Finance,8,693212,41,680,23,16,14,566,431,0.54,1271,2768,89808,Low,GDPR,
SYS_0325,INST_17,Large,34229,Student Information,5,238066,81,430,49,21,11,189,141,0.51,7009,2496,99261,Medium,Both,"
System ID: SYS_0325
Type: Student Information System (SIS)
Institution: INST_17
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 5 years
- Code Base: 238066 lines of code
- Complexity Score: 81
Performance Metrics:
- Average Response Time: 189ms
- Peak Load: 2496 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Data synchronization delays
- Limited scalability"
SYS_0326,INST_19,Medium,12292,Learning Management,13,151610,72,538,43,25,2,498,317,0.5,3574,2151,56266,Low,None,"
System ID: SYS_0326
Type: Learning Management System (LMS)
Institution: INST_19
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 13 years
- Code Base: 151610 lines of code
- Complexity Score: 72
Performance Metrics:
- Average Response Time: 498ms
- Peak Load: 2151 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Integration bottlenecks
- Limited scalability"
SYS_0327,INST_2,Large,34563,Student Information,6,534211,89,795,23,7,6,178,454,0.47,2716,2949,37587,Medium,None,"
System ID: SYS_0327
Type: Student Information System (SIS)
Institution: INST_2
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 6 years
- Code Base: 534211 lines of code
- Complexity Score: 89
Performance Metrics:
- Average Response Time: 178ms
- Peak Load: 2949 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Integration bottlenecks
- Data synchronization delays"
SYS_0328,INST_27,Small,4478,Student Information,8,509938,80,100,22,21,13,399,116,0.52,6924,1156,91153,Low,FERPA,"
System ID: SYS_0328
Type: Student Information System (SIS)
Institution: INST_27
Core Functions:
- Student enrollment and registration
- Academic records management
- Grade processing
Technical Specifications:
- System Age: 8 years
- Code Base: 509938 lines of code
- Complexity Score: 80
Performance Metrics:
- Average Response Time: 399ms
- Peak Load: 1156 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Memory leaks under heavy load
- Data synchronization delays"
SYS_0329,INST_42,Small,3276,Finance,3,980951,50,502,46,19,19,723,357,0.55,1690,2609,80944,Low,FERPA,
SYS_0330,INST_40,Small,2925,Research Management,4,825007,62,758,28,25,4,462,100,0.61,997,5899,47107,High,FERPA,
SYS_0331,INST_5,Medium,9553,Finance,3,883355,40,835,48,7,19,868,259,0.67,1031,2373,49931,Low,None,
SYS_0332,INST_12,Small,4425,HR,4,301427,26,548,31,27,20,234,340,0.53,849,8448,80625,Low,FERPA,
SYS_0333,INST_32,Small,4334,HR,8,484934,30,306,23,22,17,621,458,0.8,334,3484,87879,Low,GDPR,
SYS_0334,INST_36,Small,2962,HR,5,717679,44,436,31,3,10,360,458,0.53,119,6549,52229,High,None,
SYS_0335,INST_38,Medium,14476,Finance,6,211139,86,903,16,24,18,686,222,0.8,981,2162,45381,Medium,Both,
SYS_0336,INST_16,Small,4238,Learning Management,9,990163,80,177,18,10,9,631,401,0.36,2791,6562,95191,Medium,Both,"
System ID: SYS_0336
Type: Learning Management System (LMS)
Institution: INST_16
Core Functions:
- Course content management
- Assignment handling
- Online assessments
Technical Specifications:
- System Age: 9 years
- Code Base: 990163 lines of code
- Complexity Score: 80
Performance Metrics:
- Average Response Time: 631ms
- Peak Load: 6562 concurrent users
Integration Points:
- Banner Integration
- Canvas Integration
- Custom APIs
Known Issues:
- Limited scalability
- Memory leaks under heavy load"
SYS_0337,INST_1,Large,15476,Finance,8,484440,79,981,14,8,15,690,255,0.89,417,3656,22237,High,FERPA,
SYS_0338,INST_24,Medium,8189,Finance,15,840537,54,514,45,20,9,274,161,0.53,1122,6901,73177,Medium,Both,
